Email Address,Member Name,Role,Team,Squad,Timestamp,MOUs,Cold Calls,Followups
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-17T11:18:16+05:30,1,15,10
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-17T11:46:59+05:30,1,6,0
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-17T12:20:17+05:30,2,6,5
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-17T13:15:19+05:30,0,5,8
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-17T15:02:30+05:30,1,16,14
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-02-17T17:19:58+05:30,2,6,9
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-17T17:27:18+05:30,1,9,9
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-17T18:14:53+05:30,1,14,12
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-17T19:20:24+05:30,1,7,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-18T08:46:29+05:30,2,12,7
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-02-18T09:09:28+05:30,2,10,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-18T09:25:01+05:30,1,7,6
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-18T10:35:58+05:30,1,19,12
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-18T12:57:50+05:30,0,12,10
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-18T13:43:01+05:30,2,10,6
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-18T14:16:00+05:30,2,10,9
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-18T15:06:35+05:30,0,8,6
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-18T16:01:16+05:30,2,7,7
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-18T16:06:49+05:30,3,17,15
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-02-18T17:38:24+05:30,2,6,9
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-18T18:31:59+05:30,1,12,10
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-18T18:38:58+05:30,0,3,6
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-19T08:38:54+05:30,1,5,5
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-19T08:47:39+05:30,1,0,2
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-19T10:33:38+05:30,2,11,5
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-19T12:04:42+05:30,0,11,5
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-19T14:05:52+05:30,0,12,7
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-19T14:06:33+05:30,2,17,11
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-19T14:38:14+05:30,0,7,10
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-19T15:22:21+05:30,2,8,10
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-02-19T15:27:18+05:30,0,11,10
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-19T15:53:40+05:30,1,11,5
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-19T16:09:40+05:30,1,9,5
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-19T16:27:03+05:30,0,11,10
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-02-19T17:21:03+05:30,1,18,13
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-19T18:44:07+05:30,1,16,12
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-02-19T20:05:37+05:30,2,11,9
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-19T20:19:03+05:30,0,10,5
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-02-20T08:27:25+05:30,1,8,10
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-20T08:36:42+05:30,0,3,0
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-20T09:23:31+05:30,1,17,11
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-02-20T10:11:10+05:30,1,14,15
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-02-20T10:57:20+05:30,2,9,6
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-20T13:05:18+05:30,1,8,10
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-20T13:13:33+05:30,0,5,10
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-20T14:57:42+05:30,0,11,8
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-20T15:51:14+05:30,2,10,9
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-20T16:05:04+05:30,1,8,9
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-02-20T19:27:26+05:30,1,10,7
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-20T20:27:51+05:30,0,5,8
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-20T20:42:54+05:30,1,6,8
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-02-21T08:03:13+05:30,0,6,9
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-21T08:58:27+05:30,0,12,9
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-21T09:07:33+05:30,1,5,7
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-21T12:05:08+05:30,1,8,4
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-21T13:52:14+05:30,1,12,7
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-21T15:25:42+05:30,0,11,6
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-21T15:39:30+05:30,1,9,8
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-21T17:24:10+05:30,0,10,6
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-21T17:35:07+05:30,3,17,15
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-21T18:30:53+05:30,2,19,13
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-02-21T19:16:34+05:30,0,5,8
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-21T20:18:37+05:30,1,6,7
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-02-22T08:23:39+05:30,0,4,5
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-22T09:18:38+05:30,1,5,5
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-22T10:41:24+05:30,0,10,6
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-02-22T11:00:40+05:30,2,12,7
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-02-22T12:16:54+05:30,1,8,7
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-22T12:23:33+05:30,2,7,9
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-22T12:27:54+05:30,1,5,9
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-02-22T12:58:10+05:30,1,4,5
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-22T13:05:49+05:30,2,12,7
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-22T13:17:43+05:30,2,9,7
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-22T14:01:32+05:30,0,11,7
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-22T16:24:11+05:30,1,10,8
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-02-22T19:05:21+05:30,0,7,3
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-22T19:28:50+05:30,0,9,10
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-23T08:53:18+05:30,2,19,11
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-23T09:31:25+05:30,1,6,6
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-23T09:40:36+05:30,0,3,5
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-23T10:22:30+05:30,2,10,5
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-23T12:19:54+05:30,2,16,13
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-23T12:28:48+05:30,3,14,15
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-02-23T12:56:19+05:30,0,7,4
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-02-23T13:06:44+05:30,2,11,9
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-23T13:19:30+05:30,3,18,12
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-23T15:57:17+05:30,3,14,15
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-23T16:23:43+05:30,2,6,7
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-23T16:31:32+05:30,2,20,13
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-23T16:38:38+05:30,2,10,10
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-23T17:23:51+05:30,0,5,9
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-23T18:54:35+05:30,1,12,15
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-24T08:40:22+05:30,2,8,10
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-24T11:07:26+05:30,2,8,9
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-24T11:12:41+05:30,2,9,7
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-24T11:29:13+05:30,2,15,14
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-24T12:32:38+05:30,2,12,9
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-24T12:48:25+05:30,0,9,7
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-24T14:41:19+05:30,2,11,10
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-02-24T14:46:32+05:30,3,15,12
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-02-24T17:32:29+05:30,1,11,9
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-24T17:44:50+05:30,2,10,6
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-02-24T18:18:41+05:30,0,6,7
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-02-24T19:22:20+05:30,1,12,9
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-02-25T08:37:32+05:30,2,16,11
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-25T08:58:55+05:30,0,9,7
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-25T09:48:35+05:30,2,6,5
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-25T10:23:15+05:30,0,5,10
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-25T10:32:19+05:30,3,15,10
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-25T10:56:20+05:30,2,14,12
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-02-25T12:00:59+05:30,1,11,8
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-25T13:49:54+05:30,1,4,2
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-25T15:30:32+05:30,1,5,6
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-02-25T16:16:31+05:30,0,5,0
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-25T16:33:16+05:30,3,12,12
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-25T17:17:44+05:30,2,12,5
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-25T18:23:56+05:30,2,10,5
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-25T20:05:33+05:30,1,8,6
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-02-25T20:52:24+05:30,1,9,10
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-26T08:31:14+05:30,2,9,6
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-26T08:46:33+05:30,0,10,6
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-26T10:42:52+05:30,0,3,0
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-02-26T10:57:57+05:30,2,12,10
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-26T11:16:57+05:30,1,9,5
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-26T11:48:24+05:30,0,5,6
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-02-26T12:11:41+05:30,1,17,11
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-26T13:54:58+05:30,1,12,6
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-26T17:06:50+05:30,1,8,9
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-26T18:06:28+05:30,0,8,5
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-26T18:41:33+05:30,1,8,10
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-26T18:46:46+05:30,0,5,7
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-26T18:47:02+05:30,0,8,5
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-26T18:51:30+05:30,0,6,1
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-27T09:21:35+05:30,1,7,1
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-02-27T09:39:10+05:30,2,5,8
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-27T09:43:02+05:30,0,5,6
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-27T10:13:45+05:30,2,8,10
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-27T10:19:50+05:30,0,4,0
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-27T10:53:33+05:30,2,13,12
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-02-27T10:58:19+05:30,1,8,6
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-27T11:19:11+05:30,2,8,5
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-02-27T11:42:51+05:30,2,11,5
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-27T12:37:46+05:30,1,2,2
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-27T14:35:12+05:30,2,6,5
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-02-27T16:15:06+05:30,0,5,1
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-27T16:39:56+05:30,1,7,7
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-27T17:12:12+05:30,0,8,5
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-27T18:04:02+05:30,2,7,8
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-27T18:23:44+05:30,1,1,5
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-27T20:33:23+05:30,1,7,5
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-02-28T08:00:46+05:30,2,12,12
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-28T08:10:09+05:30,2,9,8
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-28T08:31:21+05:30,2,11,5
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-28T08:45:48+05:30,2,9,7
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-28T10:04:22+05:30,1,10,7
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-28T10:23:34+05:30,1,2,0
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-02-28T11:31:14+05:30,2,9,10
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-02-28T11:53:52+05:30,2,8,9
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-28T12:11:09+05:30,2,12,10
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-28T14:25:07+05:30,2,9,5
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-02-28T14:42:18+05:30,1,12,10
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-28T18:00:33+05:30,1,12,9
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-28T18:38:30+05:30,0,5,5
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-03-01T10:16:12+05:30,0,12,8
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-03-01T10:32:14+05:30,1,11,5
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-03-01T10:40:24+05:30,1,10,8
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-03-01T11:07:23+05:30,1,7,5
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-03-01T12:25:47+05:30,0,0,1
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-03-01T13:12:42+05:30,2,6,8
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-03-01T13:33:00+05:30,0,7,8
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-03-01T15:21:52+05:30,2,20,14
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-03-01T17:36:52+05:30,1,6,5
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-03-01T17:50:08+05:30,0,0,4
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-03-01T19:19:41+05:30,0,12,6
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-03-01T19:51:41+05:30,1,2,6
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-03-01T20:25:03+05:30,0,6,6
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-03-01T20:33:24+05:30,2,7,8
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-03-01T20:53:32+05:30,0,12,10
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-03-02T08:46:52+05:30,2,16,13
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-03-02T08:53:23+05:30,1,8,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-03-02T09:37:27+05:30,2,19,15
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-03-02T10:47:31+05:30,0,8,5
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-03-02T11:54:15+05:30,1,15,15
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-03-02T14:10:52+05:30,1,7,5
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-03-02T14:48:34+05:30,0,9,10
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-03-02T15:00:46+05:30,0,11,6
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-03-02T16:04:36+05:30,3,12,14
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-03-02T16:34:01+05:30,2,12,9
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-03-02T16:36:48+05:30,0,8,2
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-03-02T17:09:03+05:30,0,10,8
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-03-03T08:02:23+05:30,2,5,7
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-03-03T10:00:20+05:30,1,5,10
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-03-03T10:25:53+05:30,0,7,6
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-03-03T11:39:46+05:30,3,19,11
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-03-03T13:24:37+05:30,1,13,10
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-03-03T14:23:15+05:30,2,12,10
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-03-03T14:41:19+05:30,0,6,8
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-03-03T15:56:16+05:30,2,7,9
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-03-03T17:59:46+05:30,2,9,5
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-03-03T18:08:11+05:30,2,11,7
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-03-03T18:10:54+05:30,2,9,9
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-03-03T18:58:33+05:30,2,13,14
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-03-03T19:00:45+05:30,0,5,10
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-03-03T19:05:26+05:30,2,11,6
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-03-03T19:12:22+05:30,0,4,3
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-03-04T08:08:36+05:30,0,12,7
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-03-04T09:54:57+05:30,1,9,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-03-04T11:13:35+05:30,1,8,6
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-03-04T11:37:35+05:30,1,10,6
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-03-04T11:39:45+05:30,0,6,8
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-03-04T13:00:39+05:30,0,12,5
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-03-04T13:10:42+05:30,1,7,7
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-03-04T13:16:02+05:30,3,19,12
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-03-04T15:32:26+05:30,1,9,7
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-03-04T15:48:50+05:30,0,7,8
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-03-04T15:52:49+05:30,1,12,11
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-03-04T17:12:04+05:30,2,5,10
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-03-04T19:11:08+05:30,1,2,1
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-03-04T20:06:29+05:30,2,7,10
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-03-05T08:25:59+05:30,0,7,5
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-03-05T08:31:41+05:30,3,12,11
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-03-05T08:42:30+05:30,0,6,6
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-03-05T09:47:11+05:30,2,11,10
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-03-05T10:02:59+05:30,0,6,3
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-03-05T10:35:04+05:30,1,1,2
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-03-05T11:00:48+05:30,2,12,10
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-03-05T11:40:28+05:30,2,10,10
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-03-05T11:57:29+05:30,2,6,6
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-03-05T12:14:27+05:30,1,4,0
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-03-05T13:08:29+05:30,1,9,8
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-03-05T14:13:12+05:30,1,9,9
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-03-05T15:15:21+05:30,2,7,5
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-03-05T16:25:37+05:30,1,12,10
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-03-05T18:03:00+05:30,2,11,5
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-03-05T20:14:52+05:30,2,12,5
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-03-06T11:39:14+05:30,2,9,9
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-03-06T11:41:09+05:30,2,11,6
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-03-06T12:13:41+05:30,2,8,10
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-03-06T12:41:37+05:30,2,6,10
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-03-06T13:02:28+05:30,1,11,9
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-03-06T14:55:16+05:30,2,8,7
